file_name,class_id,confidence,point1_x,point1_y,point2_x,point2_y,point3_x,point3_y,point4_x,point4_y
test_214924.json,1,0.884912,397,377,486,377,486,470,397,470
test_219798.json,1,0.884122,167,96,319,96,319,230,167,230
test_212604.json,2,0.898897,338,212,392,212,392,259,338,259
test_201471.json,4,0.808463,276,370,411,370,411,465,276,465
test_201471.json,1,0.952181,112,34,535,34,535,473,112,473
test_203442.json,2,0.881126,56,220,171,220,171,312,56,312
test_200651.json,1,0.250253,454,406,514,406,514,469,454,469
test_200651.json,1,0.879864,351,337,490,337,490,475,351,475
test_210144.json,2,0.937707,235,366,332,366,332,490,235,490
test_218162.json,3,0.254673,384,437,510,437,510,540,384,540
test_218162.json,3,0.707156,123,61,342,61,342,177,123,177
test_215758.json,3,0.887832,137,447,207,447,207,513,137,513
test_206432.json,3,0.90655,314,150,387,150,387,251,314,251
test_215213.json,1,0.841568,125,321,218,321,218,414,125,414
test_215213.json,1,0.85577,234,158,338,158,338,261,234,261
test_218932.json,4,0.558111,31,31,397,31,397,333,31,333
test_219268.json,3,0.86847,289,150,320,150,320,205,289,205
test_201224.json,3,0.84795,271,34,347,34,347,210,271,210
test_213160.json,3,0.800508,166,86,206,86,206,115,166,115
test_211038.json,4,0.306487,156,44,208,44,208,81,156,81
test_211038.json,4,0.875706,391,67,470,67,470,168,391,168
test_215511.json,4,0.88677,342,423,414,423,414,487,342,487
test_206134.json,4,0.879079,58,95,231,95,231,185,58,185
test_209566.json,1,0.880511,68,193,244,193,244,503,68,503
test_209566.json,4,0.906996,87,398,216,398,216,504,87,504
test_216988.json,4,0.855982,448,106,483,106,483,169,448,169
test_200155.json,1,0.836614,65,105,199,105,199,267,65,267
test_219935.json,1,0.977073,27,29,545,29,545,543,27,543
test_215495.json,1,0.85113,279,129,372,129,372,225,279,225
test_207085.json,4,0.89096,278,331,371,331,371,477,278,477
test_214020.json,3,0.90785,401,431,490,431,490,498,401,498
test_202506.json,1,0.917958,161,202,461,202,461,421,161,421
test_202506.json,2,0.964944,310,53,481,53,481,206,310,206
test_209147.json,2,0.915226,209,270,279,270,279,335,209,335
test_204644.json,2,0.922674,207,264,320,264,320,345,207,345
